NAME,CLUB,LEAGUE,NATION,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,WORKRATE,STRONGFOOT,WEAKFOOT,SKILLMOVES,LOADDATE
Ivan Perišić,Inter,Italy Serie A,Croatia,LM,Gold,87,78,84,81,87,62,79,Medium / Medium,Right,5,4,
Marco Verratti,Paris Saint-Germain,France Ligue 1,Italy,CM,Gold,87,74,75,85,90,68,64,Medium / High,Right,4,4,
Raphaël Varane,Real Madrid,Spain Primera Division,France,CB,Gold,87,75,84,81,79,51,72,Medium / High,Right,3,2,
Sadio Mané,Liverpool,England Premier League,Senegal,LW,Gold,87,96,82,79,87,39,71,High / Medium,Right,4,4,
Roberto Firmino,Liverpool,England Premier League,Brazil,CF,Gold,87,61,58,64,62,87,81,High / High,Right,4,4,
Thiago,Bayern München,Germany 1. Bundesliga,Spain,CM,Gold,87,68,75,79,80,84,80,Medium / Medium,Right,3,5,
Thomas Müller,Bayern München,Germany 1. Bundesliga,Germany,CF,Gold,87,57,72,80,77,84,84,High / High,Right,4,3,
Jérôme Boateng,Bayern München,Germany 1. Bundesliga,Germany,CB,Gold,87,67,71,87,87,74,70,Medium / Medium,Right,4,2,
Leroy Sané,Manchester City,England Premier League,Germany,LW,Gold,87,96,76,82,92,44,66,High / Medium,Left,3,4,
Nicolás Otamendi,Manchester City,England Premier League,Argentina,CB,Gold,87,62,59,70,72,88,81,High / High,Right,3,2,
Fernandinho,Manchester City,England Premier League,Brazil,CDM,Gold,87,86,66,78,82,83,84,Medium / High,Right,4,3,
Nemanja Matić,Manchester United,England Premier League,Serbia,CDM,Gold,87,71,46,55,66,88,86,Medium / High,Left,3,3,
Miralem Pjanić,Juventus,Italy Serie A,Bosnia Herzegovina,CM,Gold,87,70,60,78,73,90,83,Medium / Medium,Right,4,3,
Douglas Costa,Juventus,Italy Serie A,Brazil,LM,Gold,87,84,88,70,81,40,75,High / Medium,Left,3,5,
Leonardo Bonucci,Juventus,Italy Serie A,Italy,CB,Gold,87,82,44,58,55,87,87,Low / High,Right,3,2,
Alex Sandro,Juventus,Italy Serie A,Brazil,LB,Gold,87,77,85,73,78,41,70,High / High,Left,3,3,
Medhi Benatia,Juventus,Italy Serie A,,CB,Gold,87,88,59,82,80,83,80,Medium / High,Right,3,2,
Bobby Moore,Icons,Icons,England,CB,Gold,87,76,88,76,76,53,84,Medium / Medium,Right,3,2,
Gary Lineker,Icons,Icons,England,ST,Gold,87,90,86,75,89,40,64,High / Low,Right,4,3,
Sol Campbell,Icons,Icons,England,CB,Gold,87,76,85,85,87,39,73,Low / Medium,Right,3,2,
Miroslav Klose,Icons,Icons,Germany,ST,Gold,87,78,47,77,77,86,85,High / Medium,Right,4,3,
Javier Zanetti,Icons,Icons,Argentina,LB,Gold,87,86,87,85,88,42,76,High / High,Right,4,2,
Alan Shearer,Icons,Icons,England,ST,Gold,87,88,87,85,90,41,64,Medium / Medium,Right,3,2,
Emilio Butragueño,Icons,Icons,Spain,ST,Gold,87,83,79,84,91,41,58,Medium / Medium,Right,5,3,
Dennis Bergkamp,Icons,Icons,Netherlands,CF,Gold,87,82,42,60,68,90,81,Medium / Low,Right,4,4,
Claude Makélélé,Icons,Icons,France,CDM,Gold,87,85,84,77,82,44,71,Low / High,Right,3,3,
Rivaldo,Icons,Icons,Brazil,CAM,Gold,87,81,88,67,82,35,67,High / Low,Left,2,4,
Gianfranco Zola,Icons,Icons,Italy,CF,Gold,87,91,87,73,87,47,68,High / Medium,Right,4,4,
Jay-Jay Okocha,Icons,Icons,Nigeria,RM,Gold,87,93,82,79,87,43,68,Medium / Low,Right,4,5,
Fabio Cannavaro,Icons,Icons,Italy,CB,Gold,87,84,47,61,61,85,87,Medium / High,Right,3,2,
Henrik Larsson,Icons,Icons,Sweden,ST,Gold,87,88,88,84,89,40,70,Medium / Medium,Right,4,3,
Filippo Inzaghi,Icons,Icons,Italy,ST,Gold,87,80,77,87,87,45,63,Medium / Low,Right,3,3,
Luis Hernández,Icons,Icons,Mexico,ST,Gold,87,86,88,71,86,40,72,High / Medium,Right,3,4,
Thierry Henry,Icons,Icons,France,LW,Gold,87,68,83,90,78,66,76,Medium / Medium,Right,4,4,
Marcel Desailly,Icons,Icons,France,CB,Gold,87,91,78,84,87,40,60,Medium / High,Right,3,2,
Alessandro Del Piero,Icons,Icons,Italy,CF,Gold,87,87,88,85,87,44,81,High / Medium,Right,5,4,
Deco,Icons,Icons,Portugal,CAM,Gold,87,74,62,68,70,87,90,Medium / Medium,Right,3,4,
Hernán Crespo,Icons,Icons,Argentina,ST,Gold,87,80,86,87,87,47,82,Medium / Low,Right,4,4,
Paul Scholes,Icons,Icons,England,CM,Gold,87,72,64,71,72,88,82,Medium / Medium,Right,3,3,
Ryan Giggs,Icons,Icons,Wales,LM,Gold,87,89,83,80,90,34,55,High / Medium,Left,2,3,
Hristo Stoichkov,Icons,Icons,Bulgaria,ST,Gold,87,62,84,87,82,72,69,Medium / Medium,Left,3,4,
Gennaro Gattuso,Icons,Icons,Italy,CDM,Gold,87,96,81,79,89,39,72,Medium / High,Right,3,2,
Sócrates,Icons,Icons,Brazil,CAM,Gold,87,63,63,73,72,88,79,Medium / Low,Right,5,4,
Samuel Umtiti,FC Barcelona,Spain Primera Division,France,CB,Gold,87,70,80,84,84,72,69,Medium / High,Left,3,2,
Dries Mertens,Napoli,Italy Serie A,Belgium,CF,Gold,87,84,84,76,75,35,87,High / Low,Right,4,4,
Ivan Rakitić,FC Barcelona,Spain Primera Division,Croatia,CM,Gold,87,82,87,63,82,39,76,High / High,Right,3,3,
Kylian Mbappé,Paris Saint-Germain,France Ligue 1,France,RW,Gold,87,55,61,69,66,87,76,High / Medium,Right,4,5,
Jan Vertonghen,Tottenham Hotspur,England Premier League,Belgium,CB,Gold,87,93,69,79,83,79,72,High / High,Left,3,3,
Marek Hamšík,Napoli,Italy Serie A,Slovakia,CM,Gold,87,94,84,75,80,37,70,High / Medium,Right,5,3,
Romelu Lukaku,Manchester United,England Premier League,Belgium,ST,Gold,87,78,85,61,79,36,72,Medium / Medium,Left,4,3,
Ciro Immobile,Lazio,Italy Serie A,Italy,ST,Gold,87,72,26,46,60,88,86,High / Medium,Right,4,3,
Piqué,FC Barcelona,Spain Primera Division,Spain,CB,Gold,87,82,83,79,89,45,77,High / Medium,Right,3,2,
Jordi Alba,FC Barcelona,Spain Primera Division,Spain,LB,Gold,87,83,86,74,86,42,74,High / Medium,Left,3,3,
Pierre-Emerick Aubame...,Arsenal,England Premier League,Gabon,ST,Gold,87,75,80,85,86,70,76,Medium / Low,Right,4,4,
Mauro Icardi,Inter,Italy Serie A,Argentina,ST,Gold,87,90,83,77,86,45,63,Medium / Low,Right,4,3,
Iniesta,Vissel Kobe,Japan J1 League,Spain,CM,Gold,87,86,88,84,87,46,65,High / Medium,Right,4,4,
Kalidou Koulibaly,Napoli,Italy Serie A,Senegal,CB,Gold,87,73,82,73,78,70,87,High / High,Right,2,2,
Alexis Sánchez,Manchester United,England Premier League,Chile,LW,Gold,87,94,83,83,89,45,64,High / High,Right,3,4,
Alexandre Lacazette,Arsenal,England Premier League,France,ST,Gold,86,67,86,72,76,47,74,High / Medium,Right,4,4,
Adam Lallana,Liverpool,England Premier League,England,CAM,Gold,86,70,79,86,87,72,72,High / High,Right,5,4,
Stephan El Shaarawy,Roma,Italy Serie A,Italy,LW,Gold,86,80,83,82,90,34,80,High / Medium,Right,2,5,
Marco Reus,Borussia Dortmund,Germany 1. Bundesliga,Germany,CAM,Gold,86,69,50,61,70,89,77,Medium / Medium,Right,4,4,
Mario Mandžukić,Juventus,Italy Serie A,Croatia,ST,Gold,86,73,42,58,63,88,83,High / High,Right,3,3,
Lucas,Tottenham Hotspur,England Premier League,Brazil,RM,Gold,86,76,80,79,83,84,84,Medium / Medium,Right,3,4,
Edin Džeko,Roma,Italy Serie A,Bosnia Herzegovina,ST,Gold,86,68,85,70,79,44,75,Medium / Medium,Right,4,2,
İlkay Gündoğan,Manchester City,England Premier League,Germany,CM,Gold,86,76,63,79,80,82,80,High / Medium,Right,4,4,
Nabil Fekir,Olympique Lyonnais,France Ligue 1,France,CAM,Gold,86,76,84,65,77,50,88,High / Medium,Left,3,4,
Miranda,Inter,Italy Serie A,Brazil,CB,Gold,86,71,78,80,83,79,77,Medium / High,Right,3,2,
Milan Škriniar,Inter,Italy Serie A,Slovakia,CB,Gold,86,70,76,89,83,70,79,Medium / High,Right,4,2,
Radja Nainggolan,Inter,Italy Serie A,Belgium,CM,Gold,86,84,19,43,63,87,83,High / High,Right,3,3,
Falcao,AS Monaco,France Ligue 1,Colombia,ST,Gold,86,81,76,79,91,42,60,High / Medium,Right,4,3,
Filipe Luís,Atlético de Madrid,Spain Primera Division,Brazil,LB,Gold,86,82,85,84,86,44,61,High / Medium,Left,3,3,
Diego Costa,Atlético de Madrid,Spain Primera Division,Spain,ST,Gold,86,63,58,73,67,89,79,High / Medium,Right,4,2,
Saúl,Atlético de Madrid,Spain Primera Division,Spain,CM,Gold,86,72,61,68,71,86,85,Medium / High,Left,4,3,
Koke,Atlético de Madrid,Spain Primera Division,Spain,LM,Gold,86,72,70,79,78,85,85,High / High,Right,4,3,
Kostas Manolas,Roma,Italy Serie A,Greece,CB,Gold,86,74,69,84,83,78,74,Low / High,Right,2,2,
Yacine Brahimi,FC Porto,Portugal Liga NOS,Algeria,LM,Gold,86,79,77,83,89,31,58,High / Medium,Right,3,4,
Marco Asensio,Real Madrid,Spain Primera Division,Spain,LW,Gold,86,80,86,82,89,33,63,Medium / Medium,Left,3,4,
Toby Alderweireld,Tottenham Hotspur,England Premier League,Belgium,CB,Gold,86,83,74,81,81,82,76,Medium / Medium,Right,3,2,
Virgil van Dijk,Liverpool,England Premier League,Netherlands,CB,Gold,86,58,81,80,79,85,84,Medium / Medium,Right,3,2,
Fabinho,Liverpool,England Premier League,Brazil,CDM,Gold,86,86,80,82,91,38,60,Medium / Medium,Right,2,3,
Joshua Kimmich,Bayern München,Germany 1. Bundesliga,Germany,RB,Gold,86,57,55,66,67,86,82,High / Low,Right,4,3,
Franck Ribéry,Bayern München,Germany 1. Bundesliga,France,LM,Gold,86,94,74,77,88,48,57,Medium / Medium,Right,4,5,
Arjen Robben,Bayern München,Germany 1. Bundesliga,Netherlands,RM,Gold,86,86,87,83,87,45,65,High / Low,Left,2,4,
David Alaba,Bayern München,Germany 1. Bundesliga,Austria,LB,Gold,86,79,69,78,80,84,84,High / Medium,Left,4,3,
Arturo Vidal,FC Barcelona,Spain Primera Division,Chile,CDM,Gold,86,58,77,81,79,82,84,Medium / Medium,Right,4,3,
Riyad Mahrez,Manchester City,England Premier League,Algeria,RW,Gold,86,75,81,88,87,40,70,Medium / Medium,Left,4,5,
Vincent Kompany,Manchester City,England Premier League,Belgium,CB,Gold,86,70,80,85,81,74,79,Medium / High,Right,3,2,
Raheem Sterling,Manchester City,England Premier League,England,RW,Gold,86,75,65,73,71,87,82,High / Medium,Right,3,4,
Marco Reus,Borussia Dortmund,Germany 1. Bundesliga,Germany,LM,Gold,86,82,81,85,85,64,66,Medium / Medium,Right,4,4,
Blaise Matuidi,Juventus,Italy Serie A,France,CDM,Gold,86,84,86,66,77,40,75,High / High,Left,2,2,
Sami Khedira,Juventus,Italy Serie A,Germany,CM,Gold,86,78,86,70,78,40,75,High / High,Right,4,2,
Dimitri Payet,Olympique de Marseille,France Ligue 1,France,CAM,Gold,86,81,75,80,79,86,89,High / Low,Right,4,4,
Juan Sebastián Verón,Icons,Icons,Argentina,CM,Gold,86,90,82,84,87,46,77,Medium / Medium,Right,4,3,
Fernando Hierro,Icons,Icons,Spain,CB,Gold,86,66,70,81,77,88,87,Medium / High,Right,3,2,
Hidetoshi Nakata,Icons,Icons,Japan,CAM,Gold,86,88,90,67,85,32,71,Medium / Medium,Right,4,4,
David Trezeguet,Icons,Icons,France,ST,Gold,86,92,80,79,81,81,78,Medium / Low,Right,4,4,
Ruud van Nistelrooy,Icons,Icons,Netherlands,ST,Gold,86,76,45,68,58,88,89,Medium / Low,Right,3,3,
Patrick Vieira,Icons,Icons,France,CM,Gold,86,77,85,80,86,50,71,Medium / Medium,Right,3,3,
Pavel Nedvěd,Icons,Icons,Czech Republic,LM,Gold,86,75,86,85,82,70,76,High / Medium,Right,5,4,
Roy Keane,Icons,Icons,Republic of Ireland,CM,Gold,86,84,86,67,85,35,64,Medium / High,Right,3,2,
Andriy Shevchenko,Icons,Icons,Ukraine,ST,Gold,86,88,78,79,87,48,65,High / High,Right,4,3,
Roberto Carlos,Icons,Icons,Brazil,LB,Gold,86,86,86,74,84,46,72,High / Medium,Left,2,3,
Frank Rijkaard,Icons,Icons,Netherlands,CDM,Gold,86,87,83,77,81,37,76,Low / Medium,Right,4,3,
Carles Puyol,Icons,Icons,Spain,RB,Gold,86,80,80,86,82,83,78,Medium / High,Right,3,2,
Raúl,Icons,Icons,Spain,CF,Gold,86,84,86,70,80,37,81,High / Medium,Left,4,4,
Frank Lampard,Icons,Icons,England,CM,Gold,86,72,86,86,78,80,83,High / Medium,Right,4,3,
Michael Owen,Icons,Icons,England,ST,Gold,86,70,85,88,78,80,81,Medium / Medium,Right,4,3,
Marc Overmars,Icons,Icons,Netherlands,LW,Gold,86,95,81,78,86,38,70,Medium / Medium,Left,5,3,
Henrik Larsson,Icons,Icons,Sweden,ST,Gold,86,73,50,72,66,85,83,High / Medium,Right,4,3,
Patrick Kluivert,Icons,Icons,Netherlands,ST,Gold,86,77,83,80,86,61,78,High / Low,Right,4,4,
Ruud Gullit,Icons,Icons,Netherlands,CM,Gold,86,66,70,86,86,73,69,Medium / Medium,Right,5,3,
Christian Vieri,Icons,Icons,Italy,ST,Gold,86,70,73,86,84,24,58,High / Medium,Left,4,3,
Michael Ballack,Icons,Icons,Germany,CM,Gold,86,56,71,79,76,83,83,Medium / High,Right,4,4,
Steven Gerrard,Icons,Icons,England,CDM,Gold,86,70,45,54,65,87,85,Medium / Medium,Right,3,3,
Leroy Sané,Manchester City,England Premier League,Germany,LW,Gold,86,86,80,80,83,62,78,High / Medium,Left,3,4,
Jérôme Boateng,Bayern München,Germany 1. Bundesliga,Germany,CB,Gold,86,74,83,80,78,50,71,Medium / Medium,Right,4,2,
Roberto Firmino,Liverpool,England Premier League,Brazil,CF,Gold,86,61,58,69,71,87,80,High / High,Right,4,4,
Miralem Pjanić,Juventus,Italy Serie A,Bosnia Herzegovina,CM,Gold,86,47,80,88,79,71,71,Medium / Medium,Right,4,3,
Mesut Özil,Arsenal,England Premier League,Germany,CAM,Gold,86,94,80,76,87,42,73,Medium / Low,Left,2,4,
Nemanja Matić,Manchester United,England Premier League,Serbia,CDM,Gold,86,95,75,81,91,43,65,Medium / High,Left,3,3,
Medhi Benatia,Juventus,Italy Serie A,,CB,Gold,86,63,69,64,62,87,74,Medium / High,Right,3,2,
Ivan Perišić,Inter,Italy Serie A,Croatia,LM,Gold,86,84,45,61,65,86,80,Medium / Medium,Right,5,4,
Thomas Müller,Bayern München,Germany 1. Bundesliga,Germany,CF,Gold,86,65,60,84,89,79,66,High / High,Right,4,3,
Leonardo Bonucci,Juventus,Italy Serie A,Italy,CB,Gold,86,67,74,78,79,83,79,Low / High,Right,3,2,
Parejo,Valencia CF,Spain Primera Division,Spain,CM,Gold,86,85,65,77,81,82,83,Medium / Low,Right,4,3,
Sadio Mané,Liverpool,England Premier League,Senegal,LW,Gold,86,60,57,63,61,86,80,High / Medium,Right,4,4,
Douglas Costa,Juventus,Italy Serie A,Brazil,LM,Gold,86,76,55,78,74,87,77,High / Medium,Left,3,5,
Naldo,FC Schalke 04,Germany 1. Bundesliga,Brazil,CB,Gold,86,73,74,84,89,67,63,Medium / Medium,Right,4,2,
Raphaël Varane,Real Madrid,Spain Primera Division,France,CB,Gold,86,94,81,85,86,50,78,Medium / High,Right,3,2,
Marco Verratti,Paris Saint-Germain,France Ligue 1,Italy,CM,Gold,86,85,79,81,90,37,59,Medium / High,Right,4,4,
Fernandinho,Manchester City,England Premier League,Brazil,CDM,Gold,86,75,79,78,82,83,83,Medium / High,Right,4,3,
Alex Sandro,Juventus,Italy Serie A,Brazil,LB,Gold,86,69,71,80,81,84,77,High / High,Left,3,3,
Nicolás Otamendi,Manchester City,England Premier League,Argentina,CB,Gold,86,91,82,74,83,45,72,High / High,Right,3,2,
Azpilicueta,Chelsea,England Premier League,Spain,CB,Gold,86,69,42,61,68,87,77,Medium / Medium,Right,3,2,
Thiago,Bayern München,Germany 1. Bundesliga,Spain,CM,Gold,86,65,87,78,85,39,66,Medium / Medium,Right,3,5,
Cristian Pavón,Buenos Aires,Argentina Primera División ,Argentina,RW,Gold,85,69,46,52,54,87,83,High / Medium,Right,3,3,
Riyad Mahrez,Manchester City,England Premier League,Algeria,RW,Gold,85,86,77,83,86,48,67,Medium / Medium,Left,4,5,
Radja Nainggolan,Inter,Italy Serie A,Belgium,CM,Gold,85,76,39,70,69,86,77,High / High,Right,3,3,
Lucas Leiva,Lazio,Italy Serie A,Brazil,CDM,Gold,85,86,72,84,81,81,78,Medium / High,Right,3,3,
Rodrigo,Valencia CF,Spain Primera Division,Spain,ST,Gold,85,89,79,76,84,48,66,High / Medium,Left,3,4,
Stefan de Vrij,Inter,Italy Serie A,Netherlands,CB,Gold,85,54,42,62,65,87,76,Medium / High,Right,4,2,
Jonas,SL Benfica,Portugal Liga NOS,Brazil,ST,Gold,85,83,46,74,80,83,79,High / Medium,Right,5,3,
José María Giménez,Atlético de Madrid,Spain Primera Division,Uruguay,CB,Gold,85,77,80,77,82,33,76,Medium / High,Right,3,2,
Ángel Di María,Paris Saint-Germain,France Ligue 1,Argentina,RW,Gold,85,73,71,78,88,79,83,High / Medium,Left,2,5,
Marquinhos,Paris Saint-Germain,France Ligue 1,Brazil,CB,Gold,85,77,46,56,68,85,83,Medium / Medium,Right,3,2,
Alex Telles,FC Porto,Portugal Liga NOS,Brazil,LB,Gold,85,87,86,77,86,43,69,High / Medium,Left,2,3,
José Callejón,Napoli,Italy Serie A,Spain,RW,Gold,85,52,56,71,66,87,84,High / High,Right,2,3,
Raúl Albiol,Napoli,Italy Serie A,Spain,CB,Gold,85,68,42,53,51,84,83,Low / Medium,Right,3,2,
Carvajal,Real Madrid,Spain Primera Division,Spain,RB,Gold,85,79,64,82,78,81,72,High / Medium,Right,3,3,
Karim Benzema,Real Madrid,Spain Primera Division,France,ST,Gold,85,91,64,76,78,82,81,Medium / Low,Right,4,4,
Dele Alli,Tottenham Hotspur,England Premier League,England,CAM,Gold,85,79,73,84,90,47,59,High / Medium,Right,3,4,
Moussa Dembélé,Tottenham Hotspur,England Premier League,Belgium,CM,Gold,85,69,75,84,85,70,71,Medium / Medium,Left,2,4,
Davinson Sánchez,Tottenham Hotspur,England Premier League,Colombia,CB,Gold,85,92,75,78,88,67,70,Medium / High,Right,3,2,
Heung Min Son,Tottenham Hotspur,England Premier League,Korea Republic,LM,Gold,85,71,79,72,76,67,86,High / High,Right,5,4,
Javi Martínez,Bayern München,Germany 1. Bundesliga,Spain,CDM,Gold,85,69,35,58,66,90,73,Medium / Medium,Right,3,2,
Niklas Süle,Bayern München,Germany 1. Bundesliga,Germany,CB,Gold,85,94,82,70,84,37,69,Medium / Medium,Right,3,2,
Sergi Roberto,FC Barcelona,Spain Primera Division,Spain,RB,Gold,85,81,86,77,86,35,65,High / High,Right,3,4,
Kyle Walker,Manchester City,England Premier League,England,RB,Gold,85,68,49,60,69,88,76,High / High,Right,2,2,
Bernardo Silva,Manchester City,England Premier League,Portugal,RW,Gold,85,78,76,82,88,30,57,High / Medium,Left,3,4,
İlkay Gündoğan,Manchester City,England Premier League,Germany,CM,Gold,85,68,51,57,62,85,81,High / Medium,Right,4,4,
Juan Cuadrado,Juventus,Italy Serie A,Colombia,RM,Gold,85,80,75,78,90,41,59,High / Medium,Right,3,5,
Mario Mandžukić,Juventus,Italy Serie A,Croatia,ST,Gold,85,62,57,72,66,88,78,High / High,Right,3,3,
Andrea Barzagli,Juventus,Italy Serie A,Italy,CB,Gold,85,79,82,81,89,33,79,Low / High,Right,3,2,
Timo Werner,RB Leipzig,Germany 1. Bundesliga,Germany,ST,Gold,85,57,76,80,78,81,83,High / Medium,Right,4,3,
Iago Aspas,RC Celta de Vigo,Spain Primera Division,Spain,RW,Gold,85,70,77,79,82,78,76,High / High,Left,3,3,
Miranda,Inter,Italy Serie A,Brazil,CB,Gold,85,67,84,69,78,43,74,Medium / High,Right,3,2,
Franck Ribéry,Bayern München,Germany 1. Bundesliga,France,LM,Gold,85,72,41,57,62,87,82,Medium / Medium,Right,4,5,
Pepe,Beşiktaş,Turkey Süper Lig,Portugal,CB,Gold,85,84,80,84,85,60,64,Medium / High,Right,3,2,
Yacine Brahimi,FC Porto,Portugal Liga NOS,Algeria,LM,Gold,85,84,43,56,56,85,85,High / Medium,Right,3,4,
Toby Alderweireld,Tottenham Hotspur,England Premier League,Belgium,CB,Gold,85,84,76,84,83,42,75,Medium / Medium,Right,3,2,
Nabil Fekir,Olympique Lyonnais,France Ligue 1,France,CAM,Gold,85,83,81,84,84,71,83,High / Medium,Left,3,4,
Sami Khedira,Juventus,Italy Serie A,Germany,CM,Gold,85,72,80,86,82,44,66,High / High,Right,4,2,
Saúl,Atlético de Madrid,Spain Primera Division,Spain,CM,Gold,85,86,64,80,82,70,80,Medium / High,Left,4,3,
Falcao,AS Monaco,France Ligue 1,Colombia,ST,Gold,85,90,85,82,91,41,63,High / Medium,Right,4,3,
Milan Škriniar,Inter,Italy Serie A,Slovakia,CB,Gold,85,80,73,80,78,86,83,Medium / High,Right,4,2,
Hidetoshi Nakata,Icons,Icons,Japan,CAM,Gold,85,88,80,79,92,37,59,Medium / Medium,Right,4,4,
Sol Campbell,Icons,Icons,England,CB,Gold,85,76,85,84,80,33,61,Medium / Medium,Right,3,2,
Rui Costa,Icons,Icons,Portugal,CAM,Gold,85,87,74,84,89,35,63,Medium / Medium,Right,4,4,
Clarence Seedorf,Icons,Icons,Netherlands,CM,Gold,85,74,86,65,79,35,62,High / High,Right,4,4,
Robert Pirès,Icons,Icons,France,CAM,Gold,85,93,84,72,84,49,68,Medium / Medium,Right,4,4,
Claude Makélélé,Icons,Icons,France,RM,Gold,85,86,84,85,87,37,63,Medium / Medium,Right,3,3,
Gianfranco Zola,Icons,Icons,Italy,CF,Gold,85,84,48,65,70,84,83,High / Medium,Right,4,4,
Emmanuel Petit,Icons,Icons,France,LB,Gold,85,78,78,87,85,45,65,High / High,Left,3,3,
Jay-Jay Okocha,Icons,Icons,Nigeria,RM,Gold,85,86,86,70,84,37,70,Medium / Low,Right,4,5,
Jari Litmanen,Icons,Icons,Finland,CF,Gold,85,83,82,75,84,79,78,Medium / Medium,Right,4,3,
Michael Laudrup,Icons,Icons,Denmark,CF,Gold,85,73,66,76,74,90,88,Medium / Medium,Right,4,4,
Filippo Inzaghi,Icons,Icons,Italy,ST,Gold,85,75,83,64,76,49,87,Medium / Low,Right,3,3,
Luis Hernández,Icons,Icons,Mexico,ST,Gold,85,81,84,83,85,43,60,High / Medium,Right,3,4,
Gheorghe Hagi,Icons,Icons,Romania,CAM,Gold,85,93,73,76,87,47,56,Medium / Low,Left,4,4,
Rio Ferdinand,Icons,Icons,England,CB,Gold,85,69,75,88,82,69,78,Medium / Medium,Right,3,3,
Deco,Icons,Icons,Portugal,CAM,Gold,85,85,79,81,90,37,59,Medium / Medium,Right,3,4,
Hernán Crespo,Icons,Icons,Argentina,ST,Gold,85,75,62,78,79,81,79,Medium / Medium,Right,4,4,
Laurent Blanc,Icons,Icons,France,CAM,Gold,85,71,60,67,70,85,84,Medium / High,Right,3,2,
Gennaro Gattuso,Icons,Icons,Italy,CM,Gold,85,73,68,83,82,77,73,Medium / High,Right,3,2,
Diego Costa,Atlético de Madrid,Spain Primera Division,Spain,ST,Gold,85,83,18,42,62,86,82,High / Medium,Right,4,2,
Marco Asensio,Real Madrid,Spain Primera Division,Spain,LW,Gold,85,79,85,81,88,32,62,Medium / Medium,Left,3,4,
Raheem Sterling,Manchester City,England Premier League,England,RW,Gold,85,73,81,77,81,79,84,High / Medium,Right,3,4,
Koke,Atlético de Madrid,Spain Primera Division,Spain,LM,Gold,85,59,86,77,79,34,78,High / High,Right,4,3,
David Alaba,Bayern München,Germany 1. Bundesliga,Austria,LB,Gold,85,75,79,78,82,83,83,High / Medium,Left,4,3,
Riyad Mahrez,Manchester City,England Premier League,Algeria,RW,Gold,85,69,79,80,82,77,84,Medium / Medium,Left,4,5,
Filipe Luís,Atlético de Madrid,Spain Primera Division,Brazil,LB,Gold,85,56,54,65,66,85,81,High / Medium,Left,3,3,
Virgil van Dijk,Liverpool,England Premier League,Netherlands,CB,Gold,85,78,68,77,79,83,83,Medium / Medium,Right,3,2,
Joshua Kimmich,Bayern München,Germany 1. Bundesliga,Germany,RB,Gold,85,71,69,78,77,84,84,High / Low,Right,4,3,
Kostas Manolas,Roma,Italy Serie A,Greece,CB,Gold,85,57,80,79,78,84,83,Low / High,Right,2,2,
Arjen Robben,Bayern München,Germany 1. Bundesliga,Netherlands,RM,Gold,85,85,86,82,86,44,64,High / Low,Left,2,4,
Paulinho,Guangzhou Evergrande Taobao,China Super League,Brazil,CM,Gold,85,66,85,71,75,46,73,High / High,Right,3,3,
Zlatan Ibrahimović,Los Angeles Galaxy,USA Major League Soccer,Sweden,ST,Gold,85,55,52,65,65,85,77,Medium / Low,Right,4,5,
Radja Nainggolan,Inter,Italy Serie A,Belgium,CM,Gold,85,83,84,76,81,59,80,High / High,Right,3,3,
Sergej Milinković-Savić,Lazio,Italy Serie A,Serbia,CM,Gold,85,83,87,80,82,51,89,High / Medium,Right,4,4,
Vincent Kompany,Manchester City,England Premier League,Belgium,CB,Gold,85,94,81,77,84,50,78,Medium / High,Right,3,2,
Blaise Matuidi,Juventus,Italy Serie A,France,CDM,Gold,85,68,82,86,74,79,85,High / High,Left,2,2,
Fabinho,Liverpool,England Premier League,Brazil,CDM,Gold,85,75,84,68,81,40,68,Medium / Medium,Right,2,3,
Arturo Vidal,FC Barcelona,Spain Primera Division,Chile,CDM,Gold,85,83,78,82,84,29,65,Medium / Medium,Right,4,3,
Marco Reus,Borussia Dortmund,Germany 1. Bundesliga,Germany,LM,Gold,85,50,50,67,71,84,84,Medium / Medium,Right,4,4,
Edin Džeko,Roma,Italy Serie A,Bosnia Herzegovina,ST,Gold,85,82,80,85,88,35,58,Medium / Medium,Right,4,2,
Benedikt Höwedes,Lokomotiv Moskva,Russia FUT League,Germany,LB,Gold,84,71,82,84,82,74,73,Medium / Medium,Right,3,2,
Marcel Sabitzer,RB Leipzig,Germany 1. Bundesliga,Austria,CAM,Gold,84,93,80,81,89,59,65,High / High,Right,4,3,
Hulk,Shanghai SIPG,China Super League,Brazil,CAM,Gold,84,62,84,86,82,59,73,High / Medium,Left,3,4,
Avilés Hurtado,Monterrey,Mexico Liga MX,Colombia,ST,Gold,84,83,85,75,88,46,74,High / Low,Right,4,3,
Ruud Vormer,Club Brugge,Belgium Jupiler Pro League,Netherlands,CM,Gold,84,71,41,54,62,84,83,High / High,Right,4,3,
Paco Alcácer,Borussia Dortmund,Germany 1. Bundesliga,Spain,ST,Gold,84,69,51,50,61,84,82,High / Medium,Right,4,3,
